Column_A,Column_B,Correlation,P_value,FDR
C18-neg_Cluster_0274,Diagnosis,-0.6484344495220886,4.245343459356285e-17,6.260466488064068e-14
C18-neg_Cluster_0275,Diagnosis,-0.3164650481745554,0.00021833122717062066,0.0009756538878816422
C18-neg_Cluster_0277,Diagnosis,-0.3425123586201304,5.819112267138024e-05,0.0003287835590015149
C18-neg_Cluster_0278,Diagnosis,-0.35813109421551115,2.4845912160708704e-05,0.00016405718716264972
C18-neg_Cluster_0279,Diagnosis,-0.3615721511325633,2.0473246278957723e-05,0.00013828036876047171
C18-neg_Cluster_0280,Diagnosis,0.5632016586542216,2.0696160259297562e-12,1.4649570077941185e-10
C18-neg_Cluster_0281,Diagnosis,-0.27768523457701555,0.0012656417449986804,0.004237002708947531
C18-neg_Cluster_0282,Diagnosis,0.5816060460549236,2.6165479274811847e-13,2.723672477923944e-11
C18-neg_Cluster_0283,Diagnosis,-0.3257020302097696,0.00013846651274617854,0.0006698478429623771
C18-neg_Cluster_0285,Diagnosis,-0.24290985636720538,0.005009238499600697,0.013443051939480427
C18-neg_Cluster_0289,Diagnosis,0.2610796620559216,0.002497289182968286,0.007538497325851074
C18-neg_Cluster_0290,Diagnosis,-0.24747317439018032,0.004225110914957378,0.011719053722740715
C18-neg_Cluster_0292,Diagnosis,-0.3373486714785766,7.63512589181986e-05,0.00041084843915440225
C18-neg_Cluster_0294,Diagnosis,-0.2760670303203629,0.0013548296226563495,0.0044813205612199555
C18-neg_Cluster_0295,Diagnosis,-0.23331143670303198,0.007095882764927125,0.017948648000021498
C18-neg_Cluster_0299,Diagnosis,-0.24391109254847332,0.004826840377412564,0.013048543739488654
C18-neg_Cluster_0303,Diagnosis,-0.25987417828926945,0.002619303778405509,0.007801756852668456
C18-neg_Cluster_0310,Diagnosis,-0.2916567397849182,0.0006910867728703979,0.0025673191419947326
C18-neg_Cluster_0311,Diagnosis,-0.4737026851275632,9.651066528389655e-09,2.277136977151778e-07
C18-neg_Cluster_0314,Diagnosis,-0.45807468309001476,3.336753760191235e-08,6.43215626801134e-07
C18-neg_Cluster_0316,Diagnosis,-0.2514249441986918,0.003636984571453526,0.010332881431894226
C18-neg_Cluster_0323,Diagnosis,-0.3439493236638104,5.3908926986891666e-05,0.0003097312895974139
