Barnesiella_intestinihominis,Bifidobacterium_dentium,Bacteroides_cellulosilyticus,Eubacterium_rectale,Ruminococcus_callidus,Blautia_producta,Clostridium_leptum,Anaerostipes_hadrus,Bifidobacterium_breve,Akkermansia_muciniphila,Bacteroidales_bacterium_ph8,Coprococcus_comes,Coprococcus_sp_ART55_1,Bacteroides_salyersiae,Flavonifractor_plautii,Subdoligranulum_unclassified,Roseburia_intestinalis,Roseburia_unclassified,Bilophila_unclassified,Coprococcus_catus,Klebsiella_pneumoniae,Roseburia_inulinivorans,Ruminococcus_sp_5_1_39BFAA,Alistipes_finegoldii,Megasphaera_micronuciformis,Dorea_unclassified,Ruminococcus_lactaris,Dorea_longicatena,Eubacterium_hallii,Bacteroides_xylanisolvens,Alistipes_shahii,Ruminococcus_bromii,Ruminococcus_torques,Alistipes_indistinctus,Anaerostipes_unclassified,Ruminococcus_obeum,Clostridium_symbiosum,Alistipes_putredinis,Eubacterium_ramulus,Lachnospiraceae_bacterium_3_1_46FAA,Gordonibacter_pamelaeae,Eubacterium_ventriosum,Roseburia_hominis,Dorea_formicigenerans,Adlercreutzia_equolifaciens
-0.01421220263301303,-0.005857455178221671,-0.003744443260663588,0.968944536958466,-0.00028425597993028684,-0.004291561760487105,-0.011371702976156734,0.004439167427721119,-0.012632057788187299,-0.15278223990849996,-0.0023423867929221608,0.024574270974216345,0.0073168799196264445,-0.0015328648117292779,-0.0013692454641230326,-0.04449569341908939,0.04503330432446098,-0.002885216583364019,-0.0040829042010005895,0.0020631961851419996,0.002186024636615884,0.011154264655176232,0.1484568360417885,-0.0009098799800280032,-0.0001689379358797572,-0.0002851793199072728,-0.0016726874753046348,0.05044660421167131,0.03712406946772999,0.0013975715231383892,-0.00690645020697266,-0.06107517219819069,0.010460745006856549,-0.0017096425800326338,-0.010690400463822011,0.014562000389602961,-0.0032822978478148795,-0.03839202494907676,0.004281850960110206,0.0030068101935559147,-0.0002827073227654014,0.0035078939146919457,0.002551098835841339,0.02601433487795513,0.0008570216745685231
0.020918689557538638,-0.023797515659698676,0.008412210505572865,0.16008385281378734,-0.00023759175645110542,-0.0061195704680578195,-0.007345370751218938,0.007709695053144353,-0.011790044382394263,0.9415557210477498,0.01698406206035704,0.017040834789549517,0.0224238120259211,-0.0020492241135452826,-0.0018825663516362147,0.14573881028107966,-0.04123174005235518,-0.0036708078841283733,0.0028041396205593827,0.006093590280334037,-0.01876896977970311,-0.016285637165962763,0.05696588471513374,0.004777596352980688,-0.00026215091099002577,-0.0010412537646965713,0.01177569392829641,0.0250162086882796,0.04535819687485418,-0.0015165206666829017,0.012765130782270716,0.23098917127877053,0.02232369884684595,0.003946869232664902,-0.004028606688265202,0.011621551346010069,-0.005426296220493708,0.034396607263700474,-0.0011858407701443674,-0.00035165506068840225,0.0014730069638696705,0.0009831643836501916,0.009685428454770818,0.01134298814418724,0.007684725883487223
-0.004201169950648735,-0.0460648185411009,0.005688196538055737,-0.04780187923153441,0.00969263201538112,-0.008218538566803602,0.01082424688023731,0.00922441956877229,-0.02244600225179666,-0.25928144026257127,0.010278816920792236,0.06120461828232997,0.04357555939026221,-6.519811362658435e-05,-0.0020136012011456555,0.6755740460597001,-0.0867770139684356,-0.0009749802280722108,0.0006145245566808685,0.009657281806537528,-0.030412980778106852,-0.008660745662125184,0.3654928867505768,0.006479537942982481,-0.0003191017185423421,-0.0018620160358212832,0.02032261697362674,0.15213387772380324,0.07328412305513658,-0.003654824725393748,0.024501298998927938,0.4698613552346808,0.25504953732658164,0.0023778124840265714,0.01216406723585631,0.06457907191272869,-0.008521162277591757,0.04046892524503606,0.015610048234735,0.01681787111352285,0.00800065977865743,0.006785878504310434,0.02223194059083461,0.022232133092965563,0.004110072037501074
-0.004738020983754759,0.005872265449305296,0.02009992563608448,0.02944081273327389,-0.004288577567190595,0.002885913115357963,0.011855393456441543,-0.013494904773206542,-0.0031833438824732108,-0.12062249122002389,-0.002005199264026685,-0.0026333522136307128,0.04932701713121554,0.000925815921748718,0.00055612481640394,-0.48675907101577987,-0.024147042745891502,0.002224003094244281,4.668946572537092e-05,-0.007323057556024151,-0.005435930655168469,-0.035711126779966594,-0.0997913263549193,-0.006981699236683599,-8.52395061659512e-05,-8.555405728600431e-05,0.011796636860671922,-0.06286455019517305,0.014006450055795492,-0.0026303072333209907,-0.013458902003711927,0.8282317346321482,-0.17989903293289852,0.00017152935060794154,0.04094377390743752,0.00200207225023278,-1.1293903902091558e-05,-0.08437071597352194,-0.019625743606584048,-0.0019102904103637396,0.0038643416720877464,-0.011986448933984133,-0.013295566524702127,0.0006094490484176621,-0.0099764734677384
-0.06142957055689174,-0.005609896167422912,-0.03458959139319401,-0.16435710262389858,0.01973497523890133,0.0021850276999039464,-0.018654402509755835,0.04229329439752253,0.01749057186912037,0.07277630287305581,-0.03286526159245256,0.04435022731039645,-0.04547843538915605,0.0049392542575652405,0.0004710624614121155,-0.44063673745429893,0.014326602950735658,-0.003235837824763281,-0.008408451369020355,-0.0137494185378942,0.005207642360327184,0.06476295486947901,0.8022522691603183,-0.013238415836341845,6.274268704717801e-05,0.00019038594876135488,-0.01001095561967723,0.16028909086147203,0.08602266416498931,-0.0028516683263401753,-0.03333539500029561,-0.1086396579197941,0.17176469068438302,-0.0027409935000037894,-0.0070392940908119836,0.013930630982622823,0.00943751350572585,-0.18440164389319605,0.03149805969147181,0.005167325992998572,0.004263838074769815,-0.007362033062924984,-0.00047814475485834527,0.031615767458277655,0.004184272409289796
0.04746786643891141,-0.03141070860021139,0.01053601061800613,-0.04143078772945141,0.023663460188913594,-0.004290006623137027,-0.004569293645939929,0.011506653820559154,-0.052510083229399096,0.007397125911782765,0.008823314951868666,-0.03199915905098394,0.05401446619358835,-0.003923630076848511,-0.003369884956144445,0.09192817665348775,0.8734837266114459,-0.013529186727901652,0.004168932014229331,-0.0006310306661046561,0.017417799864819283,0.21727458861944346,0.1545499153294765,-0.0004281660891742586,0.0008687880393957403,-0.0023183526701150534,0.07370262729163729,-0.09415123378425796,-0.02528519019016104,0.007238403346630685,0.022208043159661437,0.06195579649795788,-0.27757305450779984,-0.0027022191991166924,-0.0024923024720184994,0.03750310203878058,0.002499215895226422,0.21195182700305593,0.015593749705714222,-0.00018735950611919664,-0.0071585148405356154,0.015392861568389957,0.007345629740079538,0.03175250311304247,-0.0019122219470422833
-0.09374756284353235,0.03290726736945765,-0.04335537964228475,0.012241905188430768,-0.04839617046656547,0.01756605930576871,-0.019554278685085167,0.011523436803533182,0.06553483833217413,0.03327120256520483,-0.022444264194331216,-0.024050644373928454,-0.06828408782109635,-0.004644256163699456,0.0036443517985570717,-0.05162466453089672,0.41198456003376654,0.01299226630713723,-0.011860681195032034,-0.013099016279519732,0.030297857176475408,-0.04835567196544905,-0.27882414914792797,-0.0005966981440707835,0.0004948790267842229,0.00032565960875372745,-0.027850148553397628,-0.021436542779900505,-0.03643840988148256,-0.0063224755303958975,-0.054514738306531384,0.06596291737851538,0.7310787485877362,-0.00029510256466468713,0.09401272218616041,-0.04594635716036585,0.007134167310760014,-0.4028366663160822,-0.004772033103842358,0.012843713432829354,0.017445033892151292,-0.02911977074094085,-0.01605312547214267,-0.0244116350144569,0.0008676996379049617
0.13168308531115844,-0.03741151945529775,0.031397382704471344,0.03308744329985358,-0.07003996442404267,-0.0021459210907357473,-0.005120206184792392,-0.0011254173885721086,0.045428933540068356,-0.015693192038989223,0.015015873900380783,-0.043248540961604603,-0.04026730824051361,-0.007139286276082235,0.007536322293610176,-0.2246580673490018,-0.0504557350778822,-0.003639651634122672,0.007005390542325945,-0.025369901383094067,-0.05417456077476741,-0.016488451745637588,0.043005863637910306,0.03234085209722499,-0.0005032794623479809,-0.0004589055897044846,0.006732362730541537,-0.11706476757156652,-0.22356405818855934,0.004691677857847815,0.041796012954569535,0.04399173114732041,0.4534051436563687,0.010578025892508069,0.023317237632145982,-0.046451740111694416,0.0012661001304321155,0.7940002546844259,0.001044351906975019,-0.0060083797839789,0.0004859772736363887,0.027383916257054892,-0.008211838882596134,-0.027517769967641697,0.020167683800110178
0.028724221470062223,-0.05542134950025838,0.12358917942917463,-0.03386249141427776,-0.04805715320063334,-0.006830572814558306,-0.013273745934204675,0.0027299722819031924,-0.041100501742494855,-0.021221834554414648,-0.007368516282065751,0.050068800288232906,0.03938506101085486,0.01088618889366011,-0.002604902075379445,-0.11326101379467962,0.09789816456100961,-0.010035251246735277,0.007266245355823696,0.011157760897931777,-0.05400293971405698,-0.10550901724113014,-0.1943402184822469,0.01655673234774055,-0.0005911205227624561,-0.001084185125158961,-0.037922750957373234,0.41136285811958967,0.8051483216430536,0.0033149895178345807,0.025345129224840394,-0.039899716274189666,0.06756772376273536,0.00415480322129061,-0.004709892705615695,0.06959038218237791,-0.02281739579327649,0.22591407304876115,0.06598508410238028,0.03058446245518791,0.04366133548171287,0.02294586419351218,0.020091019330618454,0.07348035796313694,0.01689887675368925
-0.014522128738191488,0.015676643487635224,-0.15342546397077034,-0.011265307588575725,-0.0788265237654378,-0.007011485690847488,-0.05055937257742926,0.011549709060894406,-0.031406207202413744,0.014883623767905176,-0.010078321963306353,0.155376545619702,-0.09818955699229785,0.030123461135216106,0.004392309435681113,-0.04600303311132481,0.09258631819208984,-0.004612419499069764,-0.02110306035309778,0.002171083828948331,0.1526337877564901,-0.1590106694320627,-0.11432433579629489,-0.018485736848530367,-0.0003032056156103379,-0.0011314782230636116,-0.0181625100889812,0.7729558548774081,-0.46950369151769883,-0.0033019901576901646,0.02807588224380753,0.024892828417828285,-0.09390287732073849,-0.0022412997442991175,-0.02072059841188853,0.10894684602757458,-0.01621677428362041,0.057796770861457056,0.07740604650694652,0.05419462165665888,-0.020083410324216875,-0.0034768541992178732,0.03917058183192269,0.049953363279696766,0.002996175688578087
