Sample_Name,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50
PRISM|7496,-0.3991192933876878,0.03070342593605957,1.4614796782866755,-0.9631189040273195,0.05219507632814883,0.1631878304979999,-0.7846552246044358,0.18875363098873643,-0.48117946055285726,-0.5335307757861539,0.12175046361024944,0.1237127826832768,1.1284247824199682,0.5331460024568894,0.12258007751138444,0.6515824303796673,0.35604750331451335,-1.1147714890019675,-0.33643619963969595,-0.6792425044035559,-1.3100087996528298,-0.7098200041659529,0.6292851088141458,0.7780979921027632,0.11391184782153936,0.9393167627998393,-0.4382832119505975,0.9925808726859486,0.21028345073512944,1.3609666137896284,0.6293319878429189,0.14708386188418182,-1.134076844316373,-1.9157333053676193,1.4722525754818003,-0.006705652771980342,-0.5662952438009553,1.0238324587056506,-1.2327735203912664,2.3620240521437896,-0.4352401226903767,0.22076437222619755,1.1933244927729987,0.2890874723816073,1.4088048820680548,0.6457455254515141,2.8673732724448824,0.8751551482740486,-0.09754410262416945,-1.0813432029945225
PRISM|7506,-0.6178484421017421,-0.11498208264035223,1.177073066784094,0.9688446533020998,0.0035988585775895417,0.49194683679245305,-0.036499420542598957,0.5212601401874913,1.6725198002951018,-0.5605341841480314,-0.3754880673868036,-0.04372520050293596,0.18372294379051385,-0.23744385057864276,-0.06949281811724087,-0.4563285336671515,-0.4001381466037034,-0.31056811475793333,-0.5447040901919588,-0.6781975386582975,0.27397714541350054,-0.4108985427431502,-0.027853366864682677,0.015257824753214477,0.5916018814416738,0.5709093058482553,-0.22866028484822423,0.28415690533803317,0.26900221570539545,-1.2484331974826504,1.0249426307571274,0.21733757161888081,-0.12242470877724043,0.5045875740283128,0.24829547357213197,-0.8789613925541955,-0.6455271912286465,0.33844161264802164,0.08183729273349723,0.3751162664342387,-0.21944694868038134,0.12158884580978971,-1.083060357057082,-0.5060624978462404,-0.4417231197147833,0.09545946643466031,-0.9174107186901528,0.3165925103612382,-0.2098554782844087,-0.6061562388314836
PRISM|7762,-1.3298906745788923,0.5741160245378977,0.1395636515477301,0.5666973501570062,-0.26996430792138365,-0.35734327980698394,-0.9753945029118339,0.771517509225658,0.46115659478172394,-0.6091010127938657,0.26909359486062556,0.2243992408635808,-0.2226260398921039,0.2385899376327082,1.0652056829363359,-0.8407019239780721,1.0540407305280228,0.024539362411435846,0.33619439774576265,0.06615911263826972,0.8226671023218987,0.2362917549996898,-1.3674511838503178,0.16786157999625798,-0.45420115926538307,0.6440561702707844,0.018120776546586285,0.024723164192019576,0.24171187086342139,-0.6134582784940071,0.0570837508441665,-0.5868835381819084,0.05537846825884023,0.3859934115418635,0.32733015645041935,-1.0034735825593795,1.2254026842449328,-0.28120258518818264,-0.20531812649374845,0.8025403173890588,0.9369245623285316,0.7825046321673875,0.2557907573650705,1.1721470737552289,0.5219870530811765,0.10389847480602822,0.364308388908508,-0.3340701454164317,0.5189872941930337,0.8320923808494866
PRISM|7776,-0.9357609103674275,-1.0939009700135092,-0.4175845201595266,-1.0554860364205159,1.2785021961855352,-0.28228361005154023,-0.013797454710952879,-0.5072192206288909,0.28404745793642183,-0.000631265548071549,1.571961983022125,0.6125070492628877,0.42994468281304365,-0.5501816243132895,-0.12611977595849277,-0.2958800421353918,0.8094304577589139,-0.078349855659902,0.23018931730153605,0.009921283436992853,0.056997396992266726,-0.2687398818324724,-0.4639973452487273,0.4844022375937701,-0.18745262166553084,-0.41685256834619766,0.2327261656737606,-0.5849855106059251,0.2249723249009996,0.0996495711560983,-0.10622715278605588,0.6343073974856397,-0.4238296105520959,0.33425112843703536,-0.22174093235406694,1.186175188646549,0.15959431293742382,0.8158304356359521,-0.22541501713105278,0.897803927110669,0.026498804216228068,0.04906776196972832,-2.05905525757472,-1.2794169469353058,1.5896802638980498,0.784712424651983,0.2739318932221082,-0.6238575072938797,1.1657927809391637,-0.0531256703705257
PRISM|7852,-0.2820299300817238,-0.2598196151288782,1.0121159298714402,-0.8747576427671843,0.48612913477516634,-0.7642934790280024,0.23936611701359664,-0.686755864030516,0.6997413734112469,-0.9359592887322727,-0.7884758989762282,-0.3949892250744444,-0.32214961270839826,0.29227806759073693,-1.3612270385732699,0.5366801211187047,0.7522989997396899,0.198077777994708,-0.4599557457621485,0.8037730944015021,-0.16971161464907136,0.27395535025128115,-0.5428795637239161,0.711067097567698,-0.5246953496533991,-0.23464688383747628,-0.17833065911172508,0.030036093592801526,1.1287246635410222,0.4425118439611375,0.12977613924213988,1.7877689724076966,-0.9604349563132789,0.1148518886064327,1.2443168251402643,-2.0689399391332906,0.14510747395023382,-1.317324947090916,-1.4486367099391404,-0.9964835230598675,-0.4724808887108898,-1.1137374996777933,-0.6376133511826767,-0.5215099173343641,-0.3119768380198126,1.0869999098067744,-1.2324715466145444,-0.16060101528014087,-1.4753611855959408,-0.09803985827967293
PRISM|7897,-0.4539976693595289,-0.7453016567383522,-0.2565523656249494,-0.6688089656536836,0.46772801529905583,-0.5398627493632512,-1.1718795362144527,-0.30527205351448566,-0.4326625820815885,-0.13446875815647452,0.2767207176533809,-0.3668129744192299,1.1507349470936168,1.3108598519119006,-0.36205829127219674,0.20255989240386904,-1.3215960501459416,0.645880808144678,0.5288422547014116,0.4907449951960264,0.6304408178499891,-1.479405259992315,-0.8475522952127132,0.8598402036798299,0.5929404049805334,-0.17381681695272308,0.09803112702504103,-0.04021646252555635,0.9066534031675992,1.2221899244770191,-0.5888193899652227,-0.11440505056550307,0.7642428599423778,0.5880470992243507,0.27220978351140085,-0.44648720360919036,-0.11262485900525303,0.6558061094575477,0.3472890573930649,-0.41735603567486584,-1.176894885174218,-1.553379508039651,-0.5243174482073899,-0.6637371835102818,0.020436397693185546,1.1813625863395245,0.7791297492619567,-0.593164224694669,-0.7618664954206834,-0.3759794843974938
PRISM|8096,-1.7974965192918235,0.06643370935105437,-0.6822992073851795,-0.20500828497525173,-1.550583779775361,0.619563562414559,1.6458127929996207,-0.5259471545226708,-0.4147968135892371,-0.3497916458154608,-0.655188361141214,0.43304762371105343,-0.7417234687992037,1.4950182539079524,-0.13967175903682413,0.9564146458283204,0.9731748943731694,-1.1135034286796126,-0.13217976965475994,0.30210470838446096,1.0731165033783725,0.056698785345704966,-0.8305151855846118,-0.49676660051784644,0.9151968616330305,0.6592919157181191,0.2589776498833014,-0.04177999347345641,0.30995124465678764,-0.7039754199587077,0.4694607588849021,0.14202040989691211,0.08234211246676255,-0.4282586752614223,0.3770938693686603,-0.025696457207799735,0.6093286549671952,-0.32661137424607645,-0.1168241313812423,1.0975907479638078,0.0002680617162231366,1.0035749199941348,0.5265856814273003,1.7834519318122517,0.3392792152402063,-0.28673405185748085,1.5491849393877792,0.19929247295270322,-0.16834203002377565,-0.2923680484151876
PRISM|8101,0.6439434656492794,0.23186951927566168,-0.2250872136752406,0.450629634582806,0.36908448780886527,0.88851459794225,0.714775210244483,0.9912791290253234,1.1455678165095229,-1.2929232739882008,0.3641053005688475,-1.9268055351974795,0.29588464428399236,-0.12495645183829238,1.1615562045195418,0.8833039592823836,-2.5273835912846225,0.11790847132043718,0.30565404049803535,-1.5622922219621826,0.6349725240006636,-1.0113989132161505,-1.1228145161717886,-0.8306578784186128,0.5928338752651139,0.5514595181505599,1.381454624709673,-1.207087137949029,0.7531810339682987,0.6447216317325436,-1.1120028802141613,0.8248789167166237,-1.8243595809397324,0.07986353218487106,-0.040568080245903,0.3840975315445773,0.2434372304501516,0.6090327693657653,2.7325449368127446,1.349924958477455,-0.6129691804928935,1.4722592466294613,2.082969251746411,-2.1923994979095953,0.12022786097093104,0.07587093900488055,1.1090752848123104,-0.07654061305482245,1.830794782837265,-0.9986373132510428
PRISM|8106,-1.2975213244444035,-0.8555615698281284,-1.133788690029997,-0.7107197283811516,-0.713950656959669,0.24889003606460727,1.1591255112083172,-0.7616830718237847,-0.7135473707944092,-0.66395002047164,-1.1406181991340902,0.8613748469939868,0.052311224389689874,0.20934694800483997,-0.8716585742178704,0.2707068135302002,-1.3407683422993826,-0.08108601710407208,0.7059616881231975,-0.7048188819987276,-0.1675110982302187,-0.18612138578132353,-0.8732582374732148,1.1501140282064153,0.10506954924522621,-0.18226003633445123,-0.23150608245868565,-0.8891506549718953,-0.47123612093550005,1.0601046112660617,-0.717446487332654,0.7967496579271138,0.8119325002875245,-1.3271403878213164,0.6425280169610417,0.21958609204676857,0.27930603135848175,-0.5424440974060296,-0.23751199440354612,-0.3986990301620159,0.38950317174646754,-0.4336527028595893,-0.08469558554517563,-2.0691070015338626,-0.9242001964277078,-1.1592359406428787,0.17689273778994605,-0.10161392315384593,-0.8088865305545538,0.3821732070420335
PRISM|8129,-1.4232385410684054,0.47692144822196914,0.3782820624866117,0.05164048073510749,-0.6571305765489289,-0.014059214606904052,-0.08048685340728402,-0.000890388407143488,0.3303611625072193,-0.7904430965557386,-0.3361857839492826,0.6628515060799448,-0.09049334941840156,1.0323891430576275,0.5944663206193238,0.8776792795930853,0.5111177929544705,0.35364321746918576,1.3368154485064192,0.07692428285294352,0.0040276136229513235,-0.112659075529008,-1.657319447303111,0.6821973711686238,-0.26827718146586316,-0.5063812370160532,-0.34960783996466904,-0.2881258140637173,0.29009988238247464,0.7712554691915847,-0.7238404184833186,0.557218829613659,-0.040127865486866074,-0.7940165401746323,0.3828753015366057,-0.5756339463510832,1.0582014558903108,-1.2509200732734103,-0.04310734353393061,-1.1800872354894731,0.2029628317825533,0.8305916052823549,0.9235316622077946,-0.18176853709525143,0.2801639316396003,-0.23398818968640278,-0.10242513527314177,-0.13779633399787208,-0.7594645221245565,-0.13782252805025466
